cm_end,bit_score,rfam_acc,evalue_score,cm_start,pdb_id,chain,pdb_end,pdb_start,id,description
251,117.10,RF00028,1.1e-30,1,7xd7,N,324,18,Intron_gpI,Group I catalytic intron
251,115.60,RF00028,2.7e-30,1,7xsn,N,312,31,Intron_gpI,Group I catalytic intron
251,115.60,RF00028,2.8e-30,1,7xd5,N,315,34,Intron_gpI,Group I catalytic intron
251,117.10,RF00028,1e-30,1,7yga,N,317,11,Intron_gpI,Group I catalytic intron
251,111.00,RF00028,6.2e-29,1,8hd7,N,338,32,Intron_gpI,Group I catalytic intron
251,117.10,RF00028,1.1e-30,1,7xd3,N,338,32,Intron_gpI,Group I catalytic intron
251,113.70,RF00028,9.3e-30,1,7r6n,A,315,32,Intron_gpI,Group I catalytic intron
251,117.10,RF00028,1e-30,1,7ygb,N,317,11,Intron_gpI,Group I catalytic intron
251,115.60,RF00028,2.7e-30,1,6wls,A,312,31,Intron_gpI,Group I catalytic intron
251,117.10,RF00028,1e-30,1,7yg9,N,317,11,Intron_gpI,Group I catalytic intron
93,51.10,RF00029,4e-09,1,5g2y,A,692,595,Intron_gpII,Group II catalytic intron
93,52.10,RF00029,2.8e-09,1,6mec,A,866,789,Intron_gpII,Group II catalytic intron
36,41.60,RF00029,4.1e-08,3,1r2p,A,34,1,Intron_gpII,Group II catalytic intron
36,41.60,RF00029,4.1e-08,3,2lps,A,34,1,Intron_gpII,Group II catalytic intron
93,67.70,RF00029,3e-13,1,6chr,A,621,548,Intron_gpII,Group II catalytic intron
93,46.80,RF00029,4e-08,1,7uin,B,638,559,Intron_gpII,Group II catalytic intron
93,67.70,RF00029,2.9e-13,1,6cih,A,621,548,Intron_gpII,Group II catalytic intron
93,51.10,RF00029,5.1e-09,1,8h2h,A,902,805,Intron_gpII,Group II catalytic intron
93,40.60,RF00029,2e-06,1,7d0f,A,913,817,Intron_gpII,Group II catalytic intron
93,52.10,RF00029,2.8e-09,1,6me0,A,866,789,Intron_gpII,Group II catalytic intron
93,46.80,RF00029,4e-08,1,7uim,B,638,559,Intron_gpII,Group II catalytic intron
93,51.10,RF00029,4e-09,1,5g2x,A,692,595,Intron_gpII,Group II catalytic intron
49,44.90,RF00029,1.3e-08,1,1kxk,A,70,18,Intron_gpII,Group II catalytic intron
93,51.10,RF00029,5.1e-09,1,7d1a,A,902,805,Intron_gpII,Group II catalytic intron
93,67.70,RF00029,2.9e-13,1,4r0d,A,621,548,Intron_gpII,Group II catalytic intron
266,84.80,RF00030,1.8e-23,1,7das,C,150,1,RNase_MRP,RNase MRP
266,101.70,RF00030,3.7e-28,1,7c7a,A,333,2,RNase_MRP,RNase MRP
266,84.80,RF00030,1.8e-23,1,7da7,C,150,1,RNase_MRP,RNase MRP
266,101.70,RF00030,3.7e-28,1,7c79,A,333,2,RNase_MRP,RNase MRP
266,102.70,RF00030,1.9e-28,1,6w6v,A,333,2,RNase_MRP,RNase MRP
64,37.70,RF00031,1.3e-05,1,7zjw,S,765,700,SECIS_1,Selenocysteine insertion sequence 1
64,37.70,RF00031,1.3e-05,1,7zjx,S,765,700,SECIS_1,Selenocysteine insertion sequence 1
46,40.30,RF00032,1.5e-11,1,6v4x,Y,46,1,Histone3,Histone 3' UTR stem-loop
26,30.50,RF00032,3.9e-08,1,1jwc,A,28,3,Histone3,Histone 3' UTR stem-loop
26,31.40,RF00032,1.7e-08,1,4l8r,A,26,1,Histone3,Histone 3' UTR stem-loop
24,28.90,RF00032,1.4e-07,1,4tv0,B,26,3,Histone3,Histone 3' UTR stem-loop
25,28.70,RF00032,1.9e-07,1,4tuw,C,28,3,Histone3,Histone 3' UTR stem-loop
24,28.90,RF00032,1.4e-07,1,4tux,D,26,3,Histone3,Histone 3' UTR stem-loop
24,28.90,RF00032,1.4e-07,1,4tux,C,26,3,Histone3,Histone 3' UTR stem-loop
24,28.90,RF00032,1.4e-07,1,4tuw,D,26,3,Histone3,Histone 3' UTR stem-loop
26,31.40,RF00032,1.7e-08,1,4l8r,D,26,1,Histone3,Histone 3' UTR stem-loop
26,31.40,RF00032,1.7e-08,1,4qoz,A,26,1,Histone3,Histone 3' UTR stem-loop
26,30.50,RF00032,3.9e-08,1,1ju7,A,28,3,Histone3,Histone 3' UTR stem-loop
26,31.40,RF00032,1.7e-08,1,4qoz,D,26,1,Histone3,Histone 3' UTR stem-loop
33,43.70,RF00037,5e-10,4,3snp,C,30,1,IRE_I,Iron response element I
33,43.70,RF00037,5e-10,4,3snp,D,30,1,IRE_I,Iron response element I
118,147.70,RF00044,2.6e-41,1,6qyz,C,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,1foq,D,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,1foq,C,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,6qyz,B,120,3,Phage_pRNA,Bacteriophage pRNA
115,140.60,RF00044,3.1e-39,1,7jqq,O,117,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,6qyz,E,120,3,Phage_pRNA,Bacteriophage pRNA
115,140.60,RF00044,3.1e-39,1,7jqq,N,117,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,6qyz,D,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,1foq,B,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,1foq,A,120,3,Phage_pRNA,Bacteriophage pRNA
115,140.60,RF00044,3.1e-39,1,7jqq,L,117,3,Phage_pRNA,Bacteriophage pRNA
115,140.60,RF00044,3.1e-39,1,7jqq,K,117,3,Phage_pRNA,Bacteriophage pRNA
115,140.60,RF00044,3.1e-39,1,7jqq,M,117,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,1foq,E,120,3,Phage_pRNA,Bacteriophage pRNA
118,147.70,RF00044,2.6e-41,1,6qyz,A,120,3,Phage_pRNA,Bacteriophage pRNA
136,110.10,RF00050,1.6e-27,3,3f2t,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,3f2y,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,3f2q,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,6wjs,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,3f2x,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,6wjr,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,3f30,X,112,1,FMN,FMN riboswitch (RFN element)
136,110.10,RF00050,1.6e-27,3,3f2w,X,112,1,FMN,FMN riboswitch (RFN element)
93,65.80,RF00059,1.4e-13,6,7td7,A,81,2,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,7tzr,Y,80,1,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hop,A,81,2,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2g,B,73,6,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hom,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hol,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,4nyd,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hoj,A,81,2,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,7tzs,Y,80,1,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hoo,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,7tzu,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,7tdb,A,81,2,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,4nya,A,80,1,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2g,A,73,6,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2x,B,73,6,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,7tda,A,81,2,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,2cky,B,73,6,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,7tzr,X,80,1,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,2gdi,X,80,1,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,2gdi,Y,80,1,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,7tdc,A,81,2,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,4nya,B,80,1,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2x,A,73,6,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,8f4o,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,4nyg,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,7tzt,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,8f4o,B,81,2,TPP,TPP riboswitch (THI element)
93,62.60,RF00059,8.7e-13,6,3k0j,E,86,2,TPP,TPP riboswitch (THI element)
93,62.60,RF00059,8.7e-13,6,3k0j,F,86,2,TPP,TPP riboswitch (THI element)
93,63.70,RF00059,4.5e-13,6,7tzs,X,80,1,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2v,A,73,6,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,2cky,A,73,6,TPP,TPP riboswitch (THI element)
89,60.40,RF00059,2.8e-12,10,3d2v,B,73,6,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,4nyc,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,4nyb,A,81,2,TPP,TPP riboswitch (THI element)
93,65.80,RF00059,1.4e-13,6,2hok,A,81,2,TPP,TPP riboswitch (THI element)
252,296.50,RF00061,2.7e-86,1,4ujd,BC,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7sys,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syv,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syk,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syp,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syr,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,229.30,RF00061,2e-66,1,5a2q,3,240,29,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syj,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.70,RF00061,1.4e-86,1,6ip6,zz,284,29,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.50,RF00061,2.7e-86,1,5flx,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syl,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syq,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syi,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syx,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syg,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.50,RF00061,2.7e-86,1,4ujc,AC,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syw,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syt,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syu,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syh,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.70,RF00061,1.4e-86,1,6ip8,zz,284,29,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,250.10,RF00061,1.3e-72,1,5oa3,3,223,8,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syo,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7sym,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
252,296.80,RF00061,1.8e-86,1,7syn,z,323,68,IRES_HCV,Hepatitis C virus internal ribosome entry site
61,65.40,RF00066,4.9e-15,2,6v4x,Z,60,1,U7,U7 small nuclear RNA
126,79.80,RF00075,1.3e-20,1,7eld,B,118,18,mir-166,mir-166 microRNA precursor
175,51.90,RF00080,3.1e-13,10,6cc3,A,86,2,yybP-ykoY,yybP-ykoY manganese riboswitch
175,51.90,RF00080,3.1e-13,10,6cc3,B,86,2,yybP-ykoY,yybP-ykoY manganese riboswitch
175,46.40,RF00080,1.2e-11,10,6cc1,A,86,2,yybP-ykoY,yybP-ykoY manganese riboswitch
175,46.40,RF00080,1.2e-11,10,6cc1,B,86,2,yybP-ykoY,yybP-ykoY manganese riboswitch
212,203.30,RF00083,1.8e-53,1,8b0i,K,207,1,GlmZ_SraJ,GlmZ RNA activator of glmS mRNA
212,203.30,RF00083,1.8e-53,1,8b0j,K,207,1,GlmZ_SraJ,GlmZ RNA activator of glmS mRNA
330,46.30,RF00100,6.8e-12,283,7slq,R,64,17,7SK,7SK RNA
87,42.80,RF00100,6.2e-11,24,6mcf,A,57,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lys,B,57,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lyu,B,58,2,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lys,A,57,1,7SK,7SK RNA
87,49.50,RF00100,6.5e-13,24,7t1p,A,56,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lyv,B,57,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lyv,A,57,1,7SK,7SK RNA
87,49.50,RF00100,6.5e-13,24,7t1o,A,56,1,7SK,7SK RNA
87,49.50,RF00100,6.5e-13,24,7t1n,A,56,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5lyu,A,58,2,7SK,7SK RNA
87,42.80,RF00100,6.2e-11,24,6mci,A,57,1,7SK,7SK RNA
87,47.30,RF00100,3.1e-12,24,5iem,A,57,1,7SK,7SK RNA
135,51.60,RF00102,1.8e-08,22,6ol3,C,111,1,VA,VA RNA
102,75.00,RF00106,2.2e-13,1,7npn,AA,1200,1304,RNAI,RNAI
117,99.60,RF00114,7e-25,1,2vaz,A,177,64,S15,Ribosomal S15 leader
108,80.00,RF00162,4.7e-20,1,3gx7,A,93,1,SAM,SAM riboswitch (S box leader)
108,87.70,RF00162,2.6e-22,1,3iqp,A,93,1,SAM,SAM riboswitch (S box leader)
108,86.30,RF00162,7e-22,1,3gx6,A,93,1,SAM,SAM riboswitch (S box leader)
108,82.10,RF00162,1.1e-20,1,5fk5,A,93,1,SAM,SAM riboswitch (S box leader)
108,82.40,RF00162,9.4e-21,1,7eaf,A,93,1,SAM,SAM riboswitch (S box leader)
108,83.50,RF00162,4.6e-21,1,2ygh,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.50,RF00162,3.4e-20,1,5fk6,A,93,1,SAM,SAM riboswitch (S box leader)
108,86.30,RF00162,7e-22,1,3gx5,A,93,1,SAM,SAM riboswitch (S box leader)
108,87.70,RF00162,2.6e-22,1,2gis,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.70,RF00162,2.9e-20,1,5fk4,A,93,1,SAM,SAM riboswitch (S box leader)
108,98.60,RF00162,2.3e-25,1,4kqy,A,118,2,SAM,SAM riboswitch (S box leader)
108,86.30,RF00162,7e-22,1,3gx3,A,93,1,SAM,SAM riboswitch (S box leader)
108,85.90,RF00162,1.2e-21,1,3v7e,D,125,1,SAM,SAM riboswitch (S box leader)
108,79.10,RF00162,8.2e-20,1,5fkg,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.00,RF00162,4.6e-20,1,5fkf,A,93,1,SAM,SAM riboswitch (S box leader)
108,82.00,RF00162,1.2e-20,1,2ydh,A,93,1,SAM,SAM riboswitch (S box leader)
108,87.70,RF00162,2.6e-22,1,3iqr,A,93,1,SAM,SAM riboswitch (S box leader)
108,71.20,RF00162,1.7e-17,1,4aob,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.30,RF00162,3.8e-20,1,5fkh,A,93,1,SAM,SAM riboswitch (S box leader)
108,79.60,RF00162,5.9e-20,1,5fk3,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.80,RF00162,2.7e-20,1,5fjc,A,93,1,SAM,SAM riboswitch (S box leader)
108,84.70,RF00162,2e-21,1,3iqn,A,93,1,SAM,SAM riboswitch (S box leader)
108,79.90,RF00162,5.1e-20,1,5fke,A,93,1,SAM,SAM riboswitch (S box leader)
108,82.80,RF00162,7.1e-21,1,4b5r,A,93,1,SAM,SAM riboswitch (S box leader)
108,80.70,RF00162,2.8e-20,1,5fk2,A,93,1,SAM,SAM riboswitch (S box leader)
108,85.90,RF00162,1.2e-21,1,3v7e,C,125,1,SAM,SAM riboswitch (S box leader)
108,80.80,RF00162,2.6e-20,1,5fkd,A,93,1,SAM,SAM riboswitch (S box leader)
108,81.60,RF00162,1.6e-20,1,5fk1,A,93,1,SAM,SAM riboswitch (S box leader)
108,86.30,RF00162,7e-22,1,3gx2,A,93,1,SAM,SAM riboswitch (S box leader)
43,66.90,RF00164,6.6e-17,1,1xjr,A,46,4,s2m,Coronavirus 3' stem-loop II-like motif (s2m)
76,60.30,RF00166,5.8e-14,3,2mf0,G,72,1,PrrB_RsmZ,PrrB/RsmZ RNA family
133,74.60,RF00166,1.7e-17,1,7yr7,A,118,1,PrrB_RsmZ,PrrB/RsmZ RNA family
76,60.30,RF00166,5.8e-14,3,2mf1,G,72,1,PrrB_RsmZ,PrrB/RsmZ RNA family
133,74.60,RF00166,1.7e-17,1,7yr6,A,118,1,PrrB_RsmZ,PrrB/RsmZ RNA family
88,61.00,RF00167,2.3e-11,18,3ivn,B,69,1,Purine,Purine riboswitch
87,65.90,RF00167,1.5e-12,19,1y27,X,68,2,Purine,Purine riboswitch
87,62.10,RF00167,1.2e-11,19,4fep,B,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,6uc9,B,67,1,Purine,Purine riboswitch
87,44.20,RF00167,3.3e-07,19,3ds7,B,67,1,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,2xo0,A,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,4fe5,B,67,1,Purine,Purine riboswitch
87,56.70,RF00167,2.6e-10,19,2eeu,A,67,1,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,3got,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5e54,B,70,2,Purine,Purine riboswitch
87,65.30,RF00167,2e-12,19,4fel,B,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,3ger,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,6vwv,B,70,2,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,3ges,A,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,6uc7,B,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,6vwt,B,70,2,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,3g4m,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5swd,A,70,2,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,2g9c,A,67,1,Purine,Purine riboswitch
87,57.10,RF00167,2.1e-10,19,2eev,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5swe,X,70,2,Purine,Purine riboswitch
86,63.00,RF00167,7.2e-12,20,2b57,A,65,1,Purine,Purine riboswitch
87,58.30,RF00167,1.1e-10,19,3rkf,D,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,6ubu,B,67,1,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,2xnw,A,67,1,Purine,Purine riboswitch
87,63.30,RF00167,6.1e-12,19,3gog,A,67,1,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,2xnz,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5e54,A,70,2,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,6vwv,A,70,2,Purine,Purine riboswitch
87,63.30,RF00167,6.1e-12,19,2eet,A,67,1,Purine,Purine riboswitch
87,58.30,RF00167,1.1e-10,19,3rkf,C,67,1,Purine,Purine riboswitch
85,62.20,RF00167,1.2e-11,21,2xo1,A,65,3,Purine,Purine riboswitch
87,44.20,RF00167,3.3e-07,19,3ds7,A,67,1,Purine,Purine riboswitch
87,64.00,RF00167,4.2e-12,19,3fo4,A,67,1,Purine,Purine riboswitch
87,59.40,RF00167,5.9e-11,19,4lx6,A,69,3,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,4tzx,X,70,2,Purine,Purine riboswitch
87,62.00,RF00167,1.3e-11,19,2eew,A,67,1,Purine,Purine riboswitch
87,64.80,RF00167,2.7e-12,19,1y26,X,69,3,Purine,Purine riboswitch
87,65.30,RF00167,2e-12,19,4fej,B,67,1,Purine,Purine riboswitch
87,63.10,RF00167,7.1e-12,19,4feo,B,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5uza,X,70,2,Purine,Purine riboswitch
87,63.20,RF00167,6.5e-12,19,2ees,A,67,1,Purine,Purine riboswitch
87,60.70,RF00167,2.8e-11,19,5c7w,C,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,6vwt,A,70,2,Purine,Purine riboswitch
87,58.30,RF00167,1.1e-10,19,3rkf,B,67,1,Purine,Purine riboswitch
80,37.70,RF00167,1.3e-05,26,6p2h,A,60,6,Purine,Purine riboswitch
87,57.20,RF00167,2.1e-10,19,4lx5,A,69,3,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,4tzy,X,70,2,Purine,Purine riboswitch
87,64.40,RF00167,3.4e-12,19,4fen,B,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,5c7u,B,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,4xnr,X,70,2,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,3gao,A,67,1,Purine,Purine riboswitch
87,66.30,RF00167,1.2e-12,19,3fo6,A,67,1,Purine,Purine riboswitch
88,61.00,RF00167,2.3e-11,18,3ivn,A,69,1,Purine,Purine riboswitch
87,57.50,RF00167,1.8e-10,19,3la5,A,69,3,Purine,Purine riboswitch
87,58.30,RF00167,1.1e-10,19,3rkf,A,67,1,Purine,Purine riboswitch
88,59.40,RF00167,6e-11,18,5swd,B,70,2,Purine,Purine riboswitch
87,66.30,RF00167,1.1e-12,19,6uc8,B,67,1,Purine,Purine riboswitch
178,86.20,RF00168,6.4e-23,6,4erj,A,160,1,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dim,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3diz,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dj2,A,173,4,Lysine,Lysine riboswitch
178,86.20,RF00168,6.4e-23,6,4erl,A,160,1,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dio,X,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dil,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3diq,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dix,A,173,4,Lysine,Lysine riboswitch
178,86.20,RF00168,6.4e-23,6,3d0u,A,160,1,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3diy,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dis,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dig,X,173,4,Lysine,Lysine riboswitch
178,86.20,RF00168,6.4e-23,6,3d0x,A,160,1,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dir,A,173,4,Lysine,Lysine riboswitch
180,103.10,RF00168,7.2e-28,6,3dj0,A,173,4,Lysine,Lysine riboswitch
82,51.00,RF00169,1.9e-11,11,5aka,7,74,1,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.2e-09,23,2v3c,M,90,46,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.2e-09,23,4xco,E,90,46,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,65.50,RF00169,1.9e-15,1,5gah,1,105,9,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,65.50,RF00169,1.9e-15,1,5gaf,1,105,9,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.2e-09,23,2v3c,N,90,46,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,51.60,RF00169,2e-11,1,2xkv,B,97,15,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,67.60,RF00169,4.4e-16,1,2xxa,G,102,4,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.2e-09,23,1lng,B,92,48,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,65.50,RF00169,1.7e-15,1,5nco,1,102,6,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.2e-09,23,4xco,M,90,46,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,42.20,RF00169,6.7e-09,1,2j28,8,73,3,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,62.90,RF00169,1.1e-14,1,2iy3,B,105,9,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,67.60,RF00169,4.4e-16,1,2xxa,F,102,4,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,65.50,RF00169,1.9e-15,1,5gag,1,105,9,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,65.50,RF00169,1.9e-15,1,5gad,1,105,9,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
67,42.30,RF00169,8.6e-09,23,1z43,A,94,50,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
97,59.10,RF00169,1.1e-13,1,3zn8,G,88,2,Bacteria_small_SRP,Bacterial small signal recognition particle RNA
178,117.20,RF00174,8.4e-33,15,4gxy,A,171,4,Cobalamin,Cobalamin riboswitch
189,73.90,RF00174,7.3e-20,15,6vmy,A,130,6,Cobalamin,Cobalamin riboswitch
189,126.00,RF00174,2.2e-35,15,4gma,Z,187,11,Cobalamin,Cobalamin riboswitch
40,44.00,RF00175,6.8e-08,1,1n8x,A,35,1,HIV-1_DIS,Human immunodeficiency virus type 1 dimerisation initiation site
