eq_class,members,representative,model,chains,molecule,nts
20242.1,2,7JL3,1,X+Y,Protein-RNA Complex,84
24571.1,2,7PHC,1,6,Protein-RNA Complex,76
65718.1,2,1WTS,1,A,Solo RNA,11
44690.1,2,8B2L,1,i2,Protein-RNA Complex,76
93523.1,2,1ZBI,1,C,Protein-RNA Complex,12
28594.1,2,2X1F,1,B,Protein-RNA Complex,2
87467.1,2,3WC1,1,P,Protein-RNA Complex,73
74336.1,2,1ZBH,1,F,Protein-RNA Complex,16
29353.1,2,4QQB,1,P,Protein-RNA Complex,17
44326.1,2,1YZ9,1,C+D+E+F,Protein-RNA Complex,44
33831.1,2,2L1F,1,B,Solo RNA,66
83514.1,2,2MS5,1,A+S,Solo RNA,18
95786.1,2,7BGD,1,A,Protein-RNA Complex,32
26590.1,2,7K9Y,1,F,Protein-RNA Complex,10
72820.1,2,4TUE,1,QV,Protein-RNA Complex,77
14235.1,2,8FJL,1,a1+b1,Protein-RNA Complex,104
19822.1,2,6RT6,1,A,Protein-RNA Complex,0
74744.1,2,2RP1,1,A,Solo RNA,26
94548.1,2,2N0R,1,A,Solo RNA,23
34492.3,2,398D,1,C,DNA-RNA Hybrid,8
74199.1,2,1NTA,1,A+B,Solo RNA,40
20614.1,2,8DFV,1,E,Protein-RNA Complex,60
62940.1,2,2D6F,1,F,Protein-RNA Complex,74
49359.1,2,4BY9,1,A,Protein-RNA Complex,72
74379.1,2,7PMM,1,D,Protein-RNA Complex,44
52614.1,2,5ML7,1,B,Solo RNA,95
24705.1,2,7TRC,1,B,Protein-RNA Complex,92
50188.1,2,6YDP,1,BA,Protein-RNA Complex,1544
72919.2,2,1P5P,1,A,Solo RNA,77
89470.1,2,2MIS,1,A,Solo RNA,26
26261.1,2,7SP1,1,P,Protein-RNA Complex,9
38606.3,2,1YN2,1,A,Solo RNA,17
36393.1,2,2IY5,1,T,Protein-RNA Complex,76
71445.1,2,5AJ0,1,Bv,Protein-RNA Complex,76
65166.1,2,6RI9,1,R,Protein-RNA Complex,13
95082.1,2,4FRN,1,B,Solo RNA,102
06683.1,2,4NGF,1,G+H,Protein-RNA Complex,34
53841.1,2,2E9T,1,B+C,Protein-RNA Complex,14
30596.1,2,3A6P,1,E+D,Protein-RNA Complex,46
22223.1,2,3CGP,1,B+A,Solo RNA,24
54715.1,2,7Q4K,1,D2,Protein-RNA Complex,64
91413.1,2,4OL8,1,C,Protein-RNA Complex,17
26186.1,2,4JRC,1,B,Solo RNA,56
57614.1,2,5VO8,1,I,Protein-RNA Complex,7
42877.1,2,4OLA,1,B,Protein-RNA Complex,9
32332.1,2,5E81,1,3L,Protein-RNA Complex,72
52610.1,2,4PCJ,1,A,Solo RNA,34
31116.1,2,7VYX,1,C,Protein-RNA Complex,103
45028.1,2,7TNY,1,C+B,Protein-RNA Complex,23
47406.1,2,2W2H,1,R,Protein-RNA Complex,22
02070.1,2,5CNR,1,A+B,Solo RNA,27
65615.1,2,5HR6,1,C,Protein-RNA Complex,68
37135.1,2,5ZSC,1,D,Protein-RNA Complex,3
83079.1,2,2P7E,1,A,Solo RNA,5
80237.1,2,7SZU,1,R,Protein-RNA Complex,66
30938.1,2,7OEA,1,E,Protein-RNA Complex,7
33416.1,2,2DD1,1,A+B,Solo RNA,19
92049.1,2,1KPZ,1,A,Solo RNA,27
60836.1,2,5A0V,1,E,Protein-RNA Complex,5
85104.1,2,1NJP,1,5,Protein-RNA Complex,24
89332.1,2,1A9N,1,Q,Protein-RNA Complex,24
24274.1,2,8GXB,1,A,Protein-RNA Complex,60
16755.1,2,2EC0,1,B+C,Protein-RNA Complex,15
13312.1,2,5Y6Z,1,B+C,Protein-RNA Complex,27
11374.1,2,6UFG,1,B,Solo RNA,77
25335.1,2,6LT7,1,C,Protein-RNA Complex,49
24009.1,2,5ID6,1,G,Protein-RNA Complex,21
67617.1,2,7Y7P,1,C+D,Protein-RNA Complex,18
70871.1,2,377D,1,A+B,DNA-RNA Hybrid,12
02378.1,2,4P43,1,B+A,Solo RNA,44
12869.1,2,4OQU,1,A,Solo RNA,97
70719.1,2,6N2V,1,A,Solo RNA,98
52699.1,2,2AKE,1,B,Protein-RNA Complex,72
75344.1,2,4QM6,1,D,Protein-RNA Complex,4
33790.1,2,4K4U,1,B+C+D,Protein-RNA Complex,36
55306.1,2,8E0F,1,D+C,Protein-RNA Complex,63
12661.1,2,7OS0,1,D,Protein-RNA Complex,47
40894.1,2,7OYB,1,51+81,Protein-RNA Complex,3413
35756.1,2,2MFC,1,B,Protein-RNA Complex,22
03375.1,2,8DRH,1,B,DNA-RNA Hybrid,8
15427.1,2,2KBP,1,A,Solo RNA,12
94178.1,2,8CVM,1,a,Protein-RNA Complex,2890
96413.1,2,5LR5,1,C+D,Solo RNA,16
31133.1,2,1HJI,1,A,Protein-RNA Complex,15
00536.1,2,4GHL,1,E,Protein-RNA Complex,18
50577.3,2,2KP4,1,B,Solo RNA,10
14229.3,2,1PBM,1,A+B,Solo RNA,12
73328.1,2,4PWD,1,T,Protein-RNA Complex,21
32018.1,2,7NAD,1,2,Protein-RNA Complex,59
85527.1,2,7XN7,1,P,Protein-RNA Complex,19
13595.1,2,7ZJW,1,S,Protein-RNA Complex,46
01166.1,2,7Z1L,1,R,Protein-RNA Complex,9
24216.1,2,8D29,1,C,Protein-RNA Complex,34
31750.1,2,1F5U,1,A,Solo RNA,18
61682.1,2,2JPP,1,C,Protein-RNA Complex,20
05919.1,2,6D9L,1,C,Protein-RNA Complex,18
88023.1,2,6MCI,1,A,Solo RNA,55
56731.1,2,7Z4O,1,UUU,Protein-RNA Complex,12
99371.1,2,4FTS,1,R,Protein-RNA Complex,15
06798.1,2,7WV3,1,E,Protein-RNA Complex,80
09020.1,2,5ELT,1,F,Protein-RNA Complex,4
65664.1,2,3ERC,1,I,Protein-RNA Complex,5
27182.1,2,4M59,1,D,Protein-RNA Complex,18
72322.1,2,2Y9H,1,F,Protein-RNA Complex,18
29695.1,2,1LDZ,3,A,Solo RNA,30
98033.1,2,2AZX,1,D,Protein-RNA Complex,72
86751.1,2,1YNE,4,A,Solo RNA,31
02527.1,2,7OT5,1,z,Protein-RNA Complex,73
86840.1,2,6XLN,1,R,Protein-RNA Complex,9
93859.1,2,4J39,1,B,Protein-RNA Complex,20
86424.1,2,3R2C,1,R,Protein-RNA Complex,8
91027.1,2,5HK0,1,E,Protein-RNA Complex,5
43749.1,2,2Q1O,1,C+D,Solo RNA,22
89775.1,2,7V94,1,B,Protein-RNA Complex,83
43622.1,2,1E7K,1,C,Protein-RNA Complex,17
83502.1,2,7QIZ,1,aA+bA,Protein-RNA Complex,17
61988.1,2,3OG8,1,C+D,Protein-RNA Complex,28
31135.1,2,5AOR,1,C,Protein-RNA Complex,10
37650.1,2,28SR,1,A,Solo RNA,28
86148.1,2,5A0T,1,E,Protein-RNA Complex,5
70863.1,2,6SVS,1,A,Solo RNA,77
84036.1,2,3QGB,1,B,Protein-RNA Complex,9
06694.1,2,4ED5,1,D,Protein-RNA Complex,9
58101.1,2,7AM2,1,1,Protein-RNA Complex,797
46289.1,2,7UBM,1,R,Protein-RNA Complex,11
01611.2,2,1A9L,1,A,Solo RNA,38
71707.1,2,2VON,1,C,Protein-RNA Complex,7
49675.1,2,7BPF,1,A,Solo RNA,6
23118.1,2,5HBY,1,A,Solo RNA,9
08327.1,2,435D,1,C+D,Solo RNA,14
01901.1,2,7KFN,1,B+C,Protein-RNA Complex,44
87784.1,2,1ZX7,1,C+E+D+F,Solo RNA,58
27991.1,2,6AGB,1,A,Protein-RNA Complex,369
34197.1,2,2KF0,2,A,Solo RNA,24
80882.1,2,4Z31,1,E,Protein-RNA Complex,15
40848.1,2,5ZSL,1,D,Protein-RNA Complex,3
77859.1,2,7CGK,1,B,Protein-RNA Complex,8
30383.1,2,7R81,1,t1,Protein-RNA Complex,76
57734.1,2,2BGG,1,P+Q,Protein-RNA Complex,16
50588.1,2,3NVI,1,F,Protein-RNA Complex,24
56041.1,2,3AMU,1,B,Protein-RNA Complex,78
70203.1,2,217D,1,A,DNA-RNA Hybrid,8
14757.1,2,5ZC9,1,B,Protein-RNA Complex,10
47650.1,2,7Q80,1,E+F+D,Solo RNA,61
98055.1,2,3Q0S,1,B,Protein-RNA Complex,8
24721.1,2,6PPP,1,A,Protein-RNA Complex,5
63313.1,2,6RT4,1,D,Protein-RNA Complex,2
08340.1,2,7N0D,1,I+L+J,Protein-RNA Complex,38
12262.1,2,1NZ1,1,A,Solo RNA,23
99955.1,2,6SGB,1,CA,Protein-RNA Complex,608
70873.1,2,2GTT,1,W,Protein-RNA Complex,99
43343.1,2,7D3J,1,B,Protein-RNA Complex,43
59690.1,2,1F7U,1,B,Protein-RNA Complex,64
07798.1,2,4A3C,1,P,Protein-RNA Complex,4
21305.1,2,7O5B,1,W,Protein-RNA Complex,266
80994.1,2,8ASG,1,T,Protein-RNA Complex,5
19099.1,2,3K0J,1,E,Protein-RNA Complex,87
97864.1,2,4WTD,1,T+P,Protein-RNA Complex,12
09629.1,2,7Y7S,1,D,Protein-RNA Complex,7
18914.1,2,6AAX,1,B,Protein-RNA Complex,28
70416.1,2,6YS3,1,v,Protein-RNA Complex,75
01779.1,2,4FRG,1,B,Solo RNA,84
54171.1,2,7UCK,1,2,Protein-RNA Complex,71
34288.1,2,3QJL,1,R,Protein-RNA Complex,12
75381.1,2,1UN6,1,F,Protein-RNA Complex,61
35122.1,2,7NAD,1,1,Protein-RNA Complex,697
63520.1,2,4TU0,1,F,Protein-RNA Complex,2
87638.1,2,5YTV,1,B,Protein-RNA Complex,4
45251.1,2,5VPO,1,XV,Protein-RNA Complex,17
13199.1,2,8I9R,1,C4,Protein-RNA Complex,119
56235.1,2,4O41,1,C+D,Solo RNA,20
49738.1,2,7ASE,1,0,Protein-RNA Complex,2150
11167.1,2,6LNB,1,M,Protein-RNA Complex,60
54314.1,2,5XPG,1,G,Protein-RNA Complex,16
97847.1,2,6PUN,1,B,Protein-RNA Complex,8
17854.1,2,5ZKJ,1,C,Protein-RNA Complex,12
81475.1,2,1SDR,1,A+B,Solo RNA,24
63322.1,2,6FPX,1,B,Protein-RNA Complex,10
43624.1,2,7EIU,1,C,Protein-RNA Complex,6
09706.1,2,2VPL,1,B,Protein-RNA Complex,48
25162.1,2,3K5Q,1,B,Protein-RNA Complex,9
81068.1,2,1M8W,1,C,Protein-RNA Complex,8
58300.1,2,7UO7,1,T+P,Protein-RNA Complex,66
96460.1,2,4JZU,1,C,Protein-RNA Complex,0
41922.1,2,4KTG,1,B,Protein-RNA Complex,20
35798.1,2,8CRX,1,A,Protein-RNA Complex,1493
42502.1,2,5HR7,1,D,Protein-RNA Complex,70
61505.1,2,3J7P,1,S2,Protein-RNA Complex,1742
28046.1,2,8FJK,1,a6+b6,Protein-RNA Complex,60
47220.1,2,8I9V,1,C3,Protein-RNA Complex,98
03525.1,2,2BH2,1,D,Protein-RNA Complex,29
15174.1,2,7VBB,1,R,Protein-RNA Complex,8
08834.1,2,7MEI,1,R,Protein-RNA Complex,15
25125.1,2,3GM7,1,G+H,Solo RNA,36
72703.1,2,7W0A,1,D+C,Protein-RNA Complex,62
61960.1,2,6XN3,1,R+T,Protein-RNA Complex,71
93219.1,2,2AZ0,1,C+D,Protein-RNA Complex,30
41566.1,2,4RKV,1,B,Solo RNA,6
81085.1,2,7UIN,1,B,Protein-RNA Complex,541
39792.1,2,4U7U,1,L,Protein-RNA Complex,61
58977.1,2,4EYA,1,k+l,Protein-RNA Complex,24
41222.1,2,6AZ3,1,5,Protein-RNA Complex,97
40400.1,2,3QSU,1,P,Protein-RNA Complex,4
46884.1,2,1MZP,1,B,Protein-RNA Complex,55
98769.1,2,8H0I,1,X,Protein-RNA Complex,19
85316.1,2,7OJL,1,D+E,Protein-RNA Complex,33
55907.2,2,1HMH,1,E,DNA-RNA Hybrid,34
10362.1,2,5LM7,1,G,Protein-RNA Complex,27
30330.1,2,6U9X,1,H,Protein-RNA Complex,4
15533.1,2,2Y9H,1,N,Protein-RNA Complex,18
65678.1,2,1YVP,1,C+D,Protein-RNA Complex,16
88294.1,2,8FJL,1,a3+b3,Protein-RNA Complex,80
76909.1,2,3RW6,1,H,Protein-RNA Complex,60
75945.1,2,2OE8,1,B+A,Solo RNA,33
74936.1,2,3AOI,1,Q,Protein-RNA Complex,7
21264.2,2,3J16,1,L,Protein-RNA Complex,75
70696.1,2,6L0Y,1,A,Solo RNA,22
29537.1,2,6BHJ,1,E,Protein-RNA Complex,35
74556.1,2,5BZV,1,B,Protein-RNA Complex,9
23187.1,2,3AGV,1,S,Protein-RNA Complex,10
72030.1,2,1ZH5,1,C+D,Protein-RNA Complex,18
00179.1,2,5EIM,1,C,Protein-RNA Complex,8
22327.1,2,3SNP,1,D,Protein-RNA Complex,29
08738.1,2,3Q0P,1,D,Protein-RNA Complex,8
55924.2,2,1OOA,1,C,Protein-RNA Complex,29
13759.1,2,4EYA,1,g+h,Protein-RNA Complex,24
28532.1,2,2ATW,1,B,Protein-RNA Complex,12
59099.1,2,5AOX,1,C,Protein-RNA Complex,84
20039.1,2,8G60,1,At,Protein-RNA Complex,69
50248.1,2,8HMY,1,T,Protein-RNA Complex,90
11127.1,2,7CXM,1,J+I,Protein-RNA Complex,51
88374.1,2,4C9D,1,D,Protein-RNA Complex,12
43992.1,2,5AWH,1,C,Protein-RNA Complex,18
53890.1,2,2AO5,1,C+D,Solo RNA,18
99953.1,2,1FEU,1,C+B,Protein-RNA Complex,40
48641.1,2,1M8X,1,D,Protein-RNA Complex,7
62964.1,2,8ABZ,1,R,Protein-RNA Complex,10
56203.1,2,5I4A,1,D,Protein-RNA Complex,12
91544.1,2,3BSX,1,C,Protein-RNA Complex,10
57598.2,2,3RG5,1,B,Solo RNA,86
34992.1,2,3L25,1,C+F,Protein-RNA Complex,16
19241.1,2,1JZV,1,B+A,Solo RNA,15
90969.1,2,2ZZN,1,D,Protein-RNA Complex,71
43871.1,2,8CVM,1,b,Protein-RNA Complex,120
30433.1,2,5EW4,1,B+A,Solo RNA,39
45659.1,2,4ZNP,1,A,Solo RNA,73
59755.1,2,2JLW,1,D,Protein-RNA Complex,6
07227.1,2,3ERC,1,F,Protein-RNA Complex,5
64994.1,2,4A3B,1,P,Protein-RNA Complex,4
00075.1,2,7AC7,1,4,Protein-RNA Complex,360
18206.1,2,7YPA,1,H+I,Protein-RNA Complex,30
13077.1,2,7OZV,1,T+P,Protein-RNA Complex,21
65073.1,2,3Q3Z,1,V,Solo RNA,74
49782.1,2,1I6U,1,C,Protein-RNA Complex,37
05805.1,2,7ECP,1,A+B,Solo RNA,24
74958.1,2,7SFR,1,a,Protein-RNA Complex,1511
65762.1,2,4Q5S,1,I,Protein-RNA Complex,5
40895.1,2,4JVY,1,D,Protein-RNA Complex,7
21603.1,2,8DFA,1,L,Protein-RNA Complex,46
33604.1,2,1ZZ5,1,A+C+B+D,Solo RNA,58
70895.1,2,5FJ4,1,H,Protein-RNA Complex,35
46231.1,2,3NMU,1,E+K,Protein-RNA Complex,46
84932.1,2,5WWF,1,B,Protein-RNA Complex,10
44600.1,2,2XS5,1,D,Protein-RNA Complex,4
07663.1,2,3RER,1,K,Protein-RNA Complex,8
02657.1,2,5ZUU,1,I,Protein-RNA Complex,3
56975.1,2,5CKI,1,D,DNA-RNA Hybrid,15
39771.1,2,3J0O,1,E+e,Protein-RNA Complex,9
17264.1,2,2XSL,1,C+D,Solo RNA,14
47933.1,2,4NGD,1,B,Protein-RNA Complex,12
95407.1,2,3R1D,1,A+B,Solo RNA,25
43536.1,2,7OYB,1,71,Protein-RNA Complex,120
92029.1,2,6UGI,1,A,Solo RNA,31
27039.1,2,5WNP,1,a+b,Protein-RNA Complex,18
51674.1,2,3BT7,1,D,Protein-RNA Complex,18
28348.1,2,4JXZ,1,B,Protein-RNA Complex,71
86334.1,2,4LGT,1,E,Protein-RNA Complex,20
82540.1,2,7QR3,1,C,Protein-RNA Complex,69
81393.1,2,8FVW,1,C,Protein-RNA Complex,10
68290.1,2,2AGN,1,B,Solo RNA,0
68838.1,2,1T1M,1,B,Protein-RNA Complex,0
12719.1,2,4IFD,1,R,Protein-RNA Complex,30
46586.1,2,2Y9H,1,J,Protein-RNA Complex,18
26074.1,2,6WLT,14,A,Solo RNA,231
04705.1,2,8DK7,1,C,Protein-RNA Complex,34
06402.1,2,4AL5,1,B,Protein-RNA Complex,16
86088.1,2,5LR4,1,A+B,Solo RNA,16
57146.1,2,6WLM,15,A,Solo RNA,171
54586.1,2,1L3Z,1,B,Solo RNA,7
93869.1,2,6WOY,1,I,Protein-RNA Complex,3
80828.1,2,4TS2,1,Y+X,Solo RNA,89
12080.1,2,3HGA,1,X,Solo RNA,5
14518.1,2,1FUF,1,A+B,Solo RNA,26
68126.1,2,2H1M,1,A+B,Solo RNA,30
43274.1,2,4P97,1,A+B,Solo RNA,27
52597.1,2,6YDP,1,AA,Protein-RNA Complex,960
33619.1,2,5K78,1,x,Protein-RNA Complex,5
46343.1,2,3E3J,1,Z,Protein-RNA Complex,8
50982.1,2,2WYY,1,S,Protein-RNA Complex,45
48361.1,2,4V49,1,B0,Protein-RNA Complex,2825
13603.1,2,7KQN,1,E,Protein-RNA Complex,18
35023.1,2,6SAG,1,R,Protein-RNA Complex,3
23724.1,2,3J0O,1,b,Protein-RNA Complex,12
28670.1,2,7LO9,1,A+B,Solo RNA,20
00747.1,2,4H5P,1,F,Protein-RNA Complex,14
04166.1,2,6YMC,1,A,Solo RNA,26
28149.1,2,3BO0,1,G,Protein-RNA Complex,32
07539.1,2,8EUG,1,9,Protein-RNA Complex,118
86022.1,2,3J45,1,5,Protein-RNA Complex,108
82908.1,2,3J45,1,2,Protein-RNA Complex,36
65598.1,2,1TFW,1,H+E,Protein-RNA Complex,25
68052.1,2,3J0O,1,5,Protein-RNA Complex,6
68428.1,2,1D4R,1,B+A,Solo RNA,54
60948.1,2,6JIM,1,C,Protein-RNA Complex,7
40086.1,2,4JGN,1,E,Protein-RNA Complex,20
36231.1,2,2ANN,1,B,Protein-RNA Complex,23
31445.1,2,7Y2B,1,S,Solo RNA,13
35553.1,2,3D2S,1,F,Protein-RNA Complex,3
31833.1,2,486D,1,G,Solo RNA,0
39109.1,2,4CXG,1,1,Protein-RNA Complex,135
17762.1,2,6K0B,1,V,Protein-RNA Complex,83
33072.1,2,4V5Z,1,BR,Protein-RNA Complex,0
07345.1,2,3J0E,1,e+E,Protein-RNA Complex,37
03120.1,2,3BO0,1,E,Protein-RNA Complex,27
01016.1,2,3BO1,1,F,Protein-RNA Complex,19
16356.1,2,3IZZ,1,E,Protein-RNA Complex,100
31791.1,2,2FZ2,1,D,Protein-RNA Complex,3
49362.3,2,280D,1,A+B,Solo RNA,24
35958.1,2,7Y7Q,1,C+D,Protein-RNA Complex,17
79184.1,2,4GCW,1,B,Protein-RNA Complex,53
82298.1,2,6GKH,1,X+Y,Protein-RNA Complex,30
52002.1,2,8D4A,1,B,Protein-RNA Complex,41
24738.1,2,2Y9H,1,H,Protein-RNA Complex,18
37706.1,2,6OZP,1,C+D,Protein-RNA Complex,24
89299.1,2,7D81,1,A,Solo RNA,50
41357.1,2,5EV3,1,B,Protein-RNA Complex,7
08809.1,2,6UU3,1,333,Protein-RNA Complex,2
48575.1,2,7JL1,1,X+Y,Protein-RNA Complex,28
53735.1,2,4QLM,1,A,Solo RNA,108
43130.1,2,7Z42,1,V,Protein-RNA Complex,12
84559.1,2,6E8U,1,B,Solo RNA,38
19039.1,2,1WPU,1,C,Protein-RNA Complex,7
79481.1,2,4RBQ,1,A,Solo RNA,32
41935.1,2,7MKY,1,A,Solo RNA,71
26496.1,2,6ME0,1,A,Protein-RNA Complex,829
11651.1,2,6RI7,1,R,Protein-RNA Complex,10
92005.1,2,4A2X,1,L+M,Protein-RNA Complex,28
24584.1,2,6WW6,1,D,Protein-RNA Complex,17
19817.1,2,7FJJ,1,R,Protein-RNA Complex,4
20722.1,2,6V5B,1,D,Protein-RNA Complex,78
71748.1,2,6UZ7,1,7,Protein-RNA Complex,121
74018.1,2,5TCU,1,D,Protein-RNA Complex,76
05610.1,2,6Z6B,1,HHH+XXX,Protein-RNA Complex,24
15997.1,2,5IYD,1,Z,Protein-RNA Complex,6
54761.1,2,4V5G,1,AY,Protein-RNA Complex,69
92607.1,2,7MQ8,1,L0,Protein-RNA Complex,242
86306.1,2,6C27,1,A,Solo RNA,46
63549.1,2,6HAK,1,T+P,Protein-RNA Complex,37
51944.1,2,4GL2,1,C+D,Protein-RNA Complex,24
60644.1,2,6TQN,1,R,Protein-RNA Complex,45
46354.1,2,6NU2,1,B,Protein-RNA Complex,56
56002.1,2,6KUK,1,V+R,Protein-RNA Complex,23
90918.1,2,7MQ8,1,L2,Protein-RNA Complex,215
57789.1,2,6UZ7,1,5+8,Protein-RNA Complex,3426
00306.1,2,6ALG,1,R,Protein-RNA Complex,10
04887.1,2,5IMQ,1,5,Protein-RNA Complex,76
97575.1,2,6UZ7,1,3,Protein-RNA Complex,76
32411.1,2,6EVJ,1,N,Protein-RNA Complex,3
81584.1,2,6IP8,1,zz,Protein-RNA Complex,163
28969.1,2,4A36,1,R+S,Protein-RNA Complex,38
07902.3,2,5GAN,1,V+W,Protein-RNA Complex,204
69484.1,2,4XEJ,1,BIRE,Protein-RNA Complex,32
65114.1,2,3A2K,1,C,Protein-RNA Complex,77
19061.1,2,3Q1Q,1,C,Protein-RNA Complex,86
34753.1,2,3HOW,1,3,Protein-RNA Complex,11
35965.1,2,3JAN,1,4,Protein-RNA Complex,212
57933.1,2,2XXA,1,F,Protein-RNA Complex,102
28269.1,2,5G2X,1,A,Protein-RNA Complex,692
08724.1,2,4H5O,1,L,Protein-RNA Complex,35
24457.1,2,6AHU,1,A,Protein-RNA Complex,341
03509.1,2,6PMI,1,3,Protein-RNA Complex,2
90670.1,2,6WW6,1,E,Protein-RNA Complex,17
73392.1,2,7TJ2,1,G+H,Protein-RNA Complex,62
79533.1,2,3ZLA,1,I,Protein-RNA Complex,44
60450.1,2,3GTM,1,M,Protein-RNA Complex,11
25967.1,2,3ER8,1,H,Protein-RNA Complex,3
17498.1,2,3ICQ,1,E,Protein-RNA Complex,62
76729.1,2,2ZNI,1,C,Protein-RNA Complex,72
98268.1,2,6CZR,1,1a,Protein-RNA Complex,1487
20339.1,2,1NBS,1,B,Solo RNA,150
58564.1,2,3IVK,1,M,Protein-RNA Complex,130
45231.1,2,3J7A,1,A,Protein-RNA Complex,1608
79426.1,2,6MJ0,1,B,Solo RNA,101
29401.1,2,4F1N,1,F,Protein-RNA Complex,8
32874.1,2,3KTW,1,C,Protein-RNA Complex,96
38519.1,2,6KOP,1,I,Protein-RNA Complex,9
48272.1,2,4DZS,1,D,Protein-RNA Complex,9
43181.1,2,7DA7,1,C,Protein-RNA Complex,90
62068.1,2,1EGK,1,A,DNA-RNA Hybrid,20
29604.1,2,6W2T,1,A,Protein-RNA Complex,339
45110.1,2,6BLO,1,R,Protein-RNA Complex,8
15188.1,2,3NVK,1,K+G,Protein-RNA Complex,27
99303.1,2,5XWP,1,C,Protein-RNA Complex,58
22853.1,2,3PLA,1,G+H+I+J,Protein-RNA Complex,87
86129.1,2,4V85,1,AV,Protein-RNA Complex,6
51196.1,2,4V84,1,AV,Protein-RNA Complex,34
47156.1,2,2IL9,1,A,Solo RNA,135
16754.1,2,4WKR,1,D,Protein-RNA Complex,5
03202.1,2,1TFY,1,H+E,Protein-RNA Complex,27
08155.1,2,3SIV,1,C+F,Protein-RNA Complex,64
89275.1,2,4Q0B,1,t,Protein-RNA Complex,10
88906.1,2,3CZ3,1,G+H,Protein-RNA Complex,76
00626.1,2,4W90,1,C,Protein-RNA Complex,101
13730.1,2,4X9E,1,G,Protein-RNA Complex,3
92086.1,2,7L49,1,E,Protein-RNA Complex,135
21975.1,2,5ZQ1,1,B,Protein-RNA Complex,7
87561.1,2,4KR9,1,X,Protein-RNA Complex,39
47541.1,2,3HTX,1,B+C,Protein-RNA Complex,44
92231.1,2,4BY7,1,P,Protein-RNA Complex,10
12548.1,2,6GSL,1,3L,Protein-RNA Complex,74
40309.1,2,6T2C,1,V,Protein-RNA Complex,29
55925.1,2,4WSM,1,3L,Protein-RNA Complex,75
23978.1,2,1U63,1,D,Protein-RNA Complex,49
33997.1,2,6MTC,1,4,Protein-RNA Complex,75
93070.1,2,6BBO,1,F+G,Protein-RNA Complex,16
08389.1,2,6D6R,1,N,Protein-RNA Complex,13
79672.1,2,4V7M,1,AY,Protein-RNA Complex,75
02553.1,2,5Y7M,1,D,Protein-RNA Complex,51
78714.1,2,5FMZ,1,H,Protein-RNA Complex,12
46102.2,2,1WZ2,1,D,Protein-RNA Complex,88
73146.1,2,4KHP,1,X,Protein-RNA Complex,6
15820.1,2,4EYA,1,e+f,Protein-RNA Complex,24
67474.1,2,5DCV,1,D,Protein-RNA Complex,46
44617.1,2,6STY,1,C,Protein-RNA Complex,3
23131.1,2,4A3L,1,P,Protein-RNA Complex,7
40314.1,2,4V9I,1,AY,Protein-RNA Complex,75
76196.1,2,1E8O,1,E,Protein-RNA Complex,49
10013.1,2,5X70,1,E,Protein-RNA Complex,3
74101.1,2,6XMF,1,C,Protein-RNA Complex,109
27625.1,2,4ZC7,1,A+B,Solo RNA,41
98839.1,2,6GMH,1,P,Protein-RNA Complex,21
19112.1,2,4MGN,1,A,Solo RNA,85
99451.1,2,3VNU,1,G+T,Protein-RNA Complex,12
48927.1,2,4EYA,1,m+n,Protein-RNA Complex,24
72481.1,2,4KJI,1,C,Protein-RNA Complex,16
57443.1,2,4KR9,1,M,Protein-RNA Complex,39
10510.1,2,6BK8,1,2+6+i,Protein-RNA Complex,296
14978.1,2,6WPI,1,B,Protein-RNA Complex,39
10218.1,2,3HOU,1,6,Protein-RNA Complex,11
87225.1,2,4EYA,1,o+p,Protein-RNA Complex,24
52282.1,2,1J2B,1,C,Protein-RNA Complex,77
79722.1,2,6NUE,1,H,Protein-RNA Complex,40
17061.1,2,7MKO,1,R,Protein-RNA Complex,11
82951.1,2,2O3X,1,A+B,Solo RNA,42
60628.1,2,6MWN,1,B,Protein-RNA Complex,91
23975.1,2,5O7H,1,A,Protein-RNA Complex,42
64649.1,2,2PY9,1,F,Protein-RNA Complex,12
98303.1,2,4N48,1,D,Protein-RNA Complex,3
17764.1,2,4M7A,1,P,Protein-RNA Complex,5
27661.1,2,3BX2,1,D,Protein-RNA Complex,9
79282.1,2,3FTM,1,D+C,Solo RNA,23
19413.1,2,2I91,1,F+E,Protein-RNA Complex,23
74260.1,2,5BTM,1,A,Solo RNA,43
26284.1,2,1H4S,1,T,Protein-RNA Complex,65
95803.1,2,3BX3,1,C,Protein-RNA Complex,8
72335.1,2,5MSF,1,R,Protein-RNA Complex,18
61892.1,2,4QIL,1,C,Protein-RNA Complex,16
53827.1,2,1ZDJ,1,R,Protein-RNA Complex,8
23939.1,2,4C4W,1,H,Protein-RNA Complex,35
13685.1,2,4PMW,1,D,Protein-RNA Complex,14
28021.1,2,7LYS,1,B,Protein-RNA Complex,41
75028.1,2,2IZN,1,R,Protein-RNA Complex,15
45605.1,2,5ED2,1,F+E,Protein-RNA Complex,45
58396.1,2,7CXM,1,L,Protein-RNA Complex,6
83641.1,2,4Y1M,1,B,Solo RNA,107
13485.1,2,1U1Y,1,R,Protein-RNA Complex,15
60411.1,2,7MSF,1,R,Protein-RNA Complex,14
34610.1,2,364D,1,C+B+A,Solo RNA,59
22747.1,2,2OZB,1,C,Protein-RNA Complex,33
90687.1,2,1KH6,1,A,Solo RNA,42
24223.1,2,6F3H,1,C,Protein-RNA Complex,6
11458.2,2,4O26,1,E,Protein-RNA Complex,47
